0.458515109277,0.430231480905,0.575715165311,0.687585452693,0.882636344644,0.54740823888,0.0554500991597,0.978141736931,0.998966605285,0.0122616020879,0.610097396277,0.105984596408,0.647058826488,0.052660760645,0.188105682842,0.48747487994,0.433086723206,0.664614630491,0.522521177445,0.746413305323,0.723419376571,0.296802666111,0.335929197669,0.228289857975,0.11974513069,0.304515127819,0.747639884435,0.719655564119,0.482284505928,0.158454519929,0.847547508625,0.307280473229,0.0402953849852,0.708640715354,0.587453420574,0.56298426657,0.156610165213,0.0985076939504,0.376413271291,0.847202858289,0.123868362902,0.467497670684,0.221394748891,0.979637437863,0.22705122293,0.0968154473653,0.538128212514,0.628955457955,0.5434419214,0.623667809433,0.316756146038,0.663321804324,0.0676556865077,0.458078976776,0.372058234959,0.0536652336921,0.140521938958,0.751110656948,0.312845237981,0.502851267578,0.0665914122794,0.503013290345,0.544697302672,0.585534730292,0.343295935829,0.609967182602,0.169272748228,0.560789578018,0.156042724669,0.175806087627,0.920779830285,0.127719872711,0.16394551236,0.392984153675,0.962279613595,0.177661397716,0.294747535987,0.517887554549,0.60445731878,0.210383810693,0.418817347693,0.267964204363,-0.00627132049434,0.736524213985,0.864152678636,-0.0209203984006,0.794744694186,0.508650230038,0.707608751738,0.114190130727,0.055693423757,0.30045903297,0.289486489135,0.447009844947,0.494360269161,0.00904683291703,0.443285307445,0.952881698828,0.578997672795,-0.00161853054202,0.973229472596,0.300188400097,0.140969660579,0.967017752588,0.0210538716055,0.339252583001,0.449783869088,-0.117282370239,0.172757670881,0.680764549693,0.036129560827,0.320314341158,0.376366637311,0.337105472873,0.4483901274,0.827545742114,0.00388203069655,0.269697492707,0.216550094278,0.224617806729,0.150277334127,0.231397459312,0.0401291696546,-0.235504824003,0.478739085551,0.581462942516,0.33898791521,0.586811693376,0.590491560714,0.543713734414,0.804988981209,0.871494601868,0.862526934995,0.942425882458,0.00297809694894,-0.17347079704,0.372726841223,0.262435691899,-0.0242692072801,0.474514627187,0.574058960637,0.162362818438,0.23664098826,0.115504307985,0.815119708098,0.311306580363,0.85789523632,0.595209841401,0.00136448540031,0.703070024028
-0.00614276005707,-0.00824663343774,-0.006492979284,-0.00510660406537,-0.00751290739111,-0.00634057989137,-0.00502192141826,-0.00393290587738,-0.00517819094077,-0.00694736286864,-0.00415090702737,-0.00662162823739,-0.00624702716579,-0.00477675111449,-0.00299979663648
