ind,1836.560059,1839.500000,1827.949951,1885.939941,1893.050049,1852.689941,1874.790039,1851.780029,1836.589966,1835.890015,1832.750000,1823.119995,1825.489990,1790.010010,1760.010010,1699.239990,1749.599976,1737.709961,1763.699951,1822.000000,1883.250000,1853.979980,1866.719971,1864.000000,1876.500000,1901.349976,1907.839966,1933.329956,1916.099976,1912.660034,1911.839966,1892.479980,1902.000000,1909.099976,1922.979980,1919.380005,1935.890015,1928.599976,1934.119995,1947.800049,1996.510010,2025.619995,2008.270020,2021.400024,2010.579956,2007.050049,1980.010010,1991.209961,1971.140015,1995.989990,1969.300049,2001.000000,1942.000000,1930.000000,1891.119995,1898.109985,1871.719971,1845.069946,1770.219971,1792.229980,1773.989990,1806.000000,1828.949951,1795.989990,1783.000000,1793.010010,1781.989990,1792.890015,1818.079956,1814.500000,1819.390015,1828.000000,1793.030029,1766.910034,1775.729980,1755.000000,1783.000000,1797.489990,1770.000000,1805.000000,1821.949951,1838.219971,1841.000000,1822.750000,1812.140015,1837.630005,1842.010010,1824.020020,1807.079956,1817.040039,1821.020020,1821.709961,1777.000000,1790.609985,1747.359985,1762.790039,1748.000000,1726.989990,1746.000000,1727.739990,1713.000000,1726.020020,1731.630005,1722.489990,1719.609985,1725.239990,1742.920044,1728.910034,1742.140015,1773.329956,1796.489990,1787.800049,1769.660034,1788.150024,1761.300049,1771.089966,1697.550049,1748.060059,1774.810059,1760.239990,1775.989990,1788.010010,1801.010010,1809.160034,1801.000000,1803.760010,1787.890015,1778.000000,1774.660034,1773.390015,1751.430054,1760.050049,1738.300049,1756.989990,1749.140015,1743.000000,1739.020020,1753.250000,1779.920044,1801.000000,1817.780029,1804.400024,1760.000000,1774.010010,1763.500000,1751.199951,1750.660034,1747.400024,1741.670044,1750.000000,1765.000000,1767.000000,1778.010010,1795.020020,1780.500000,1799.619995,1788.260010,1793.810059,1801.010010,1882.920044,1874.000000,1842.000000,1875.000000,1864.500000,1860.000000,1904.500000,1898.040039,1909.890015,1905.369995,1891.310059,1885.880005,1872.250000,1882.989990,1885.890015,1865.000000,1896.089966,1885.109985,1891.369995,1820.000000,1840.500000,1864.000000,1858.000000,2051.469971,2010.599976,2029.880005,2071.020020,2041.020020,2041.989990,2085.010010,2150.899902,2163.199951,2144.989990,2155.679932,2125.020020,2167.800049,2173.070068,2142.149902,2003.180054,2026.420044,1970.280029,1934.380005,1814.630005,1906.489990,1975.369995,1946.569946,1933.000000,1875.000000,1773.859985,1870.880005,1857.849976,1721.979980,1755.000000,1641.510010,1775.469971,1750.000000,1860.000000,1926.310059,1827.750000,1951.500000,1920.689941,1902.000000,1930.859985,1922.829956,1964.349976,1932.969971,1901.640015,1911.150024,1936.000000,2017.109985,2021.000000,2044.300049,2040.000000,2200.469971,2257.679932,2346.000000,2372.330078,2389.949951,2416.610107,2369.000000,2399.979980,2417.000000,2443.199951,2372.100098,2330.010010,2419.840088,2336.800049,2256.379883,2340.000000,2329.439941,2374.780029,2372.139893,2374.699951
dep, 1.0
The first data are from ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
